,Id,User,Tweet,tr_tweet
762,763,ristivicena27,"Jadi perempuan di Indonesia itu masih banyak stereotype nya ya. Should someone decides to be childfree, people will judge you with different arguments - ranging from religion perspective to netizen's empty talking.","Jadi perempuan di Indonesia itu masih banyak stereotype nya ya. Should someone decides to be childfree, people will judge you with different arguments - ranging from religion perspective to netizen's empty talking."
763,764,zahria07,Ucapan lo tentang childfree agak geram ya gua klo ibu punya anak itu bikin jelek. Lo lahir dari emak lu ngaca dong. Paham liberal udh susah pikirannya. Gak merujuk quran dan hadist heran w. Guna nya quran dan hadist petunjuk kita diberkehidupan didunia. Mikir!,"What you say about childfree is a bit angry, I think if a mother has a child it makes her ugly. Lo born from mother lu ngaca dong. Liberal understanding is hard on his mind. Not referring to the Koran and hadith wonder w. Use the Quran and Hadith to guide us in living in the world. Thinking!"
764,765,retrotikaa,"Childfree atau engga itu pilihan masing². Punya anak tentu tanggung jwb makin besar, udah belajar parenting tp eksekusinya gak mudah, ego kita ditekan engga bs kayak dulu lagi, mengorbankan ini itu. We've to nurture our kids for the rest of our life. 

Are you ready?","Childfree or not, it's their own choice. Having children, of course, the responsibility is greater, we have learned parenting but the execution is not easy, our ego is suppressed, we can't be like before, sacrificing this and that. We've to nurture our kids for the rest of our life.

Are you ready?"
765,766,injilianastasia,Kaya gini masih ada aja yg bahas fafifu wasweswos soal org yg memilih childfree. Anak lu bakal taro mana??? Perut bumi????,"Like this, there are still people who discuss fafifu wasweswos about people who choose childfree. Where are your children going to be??? Stomach of the earth????"
766,767,0xElenaa,"Childfree sampai ribut sekali padahal pilihan orang sah sah aja asal gak merugikan orang lain. I’m thinking of childfree too, since the world we’re living in especially environment is getting worse— due to climate change. How would they survive though? It’s getting late to act.","Childfree sampai ribut sekali padahal pilihan orang sah sah aja asal gak merugikan orang lain. I’m thinking of childfree too, since the world we’re living in especially environment is getting worse— due to climate change. How would they survive though? It’s getting late to act."
767,768,catatanirfan,"mendadak yang uda declare childfree tahu2 punya anak. Yang declare siap jadi orang tua hebat tahu2 Allah belum kasih rezeki. 

Ya, namanya juga Idop
gasepenuhnya dalam kendali kiteee","suddenly those who have declared childfree know they have children. Those who declare that they are ready to be great parents know that God has not given them sustenance.

Yes, his name is also Idop
the gas is completely in your control"
768,769,amjipyeong,"Soal mbak gita sama mas paul yang memutuskan childfree, I think it's about decision for their life but, kurang tepat kalo sampe orang2 berfikir ini salah satu bentuk kampanye supaya orang2 ikut2an. Risk being influencer","Regarding Ms. Gita and Mas Paul who decided to be childfree, I think it's about a decision for their life but, it's not right for people to think that this is a form of campaign so that people will join in. Risk of being an influencer"
769,770,nainainaisha,Dr kmrn* gw dah baca mslh childfree baru engeuhny skrg #dasargw #sukatelatmikir 🤦,Dr. yesterday* I've read the problem of childfree and now I'm getting it #dasargw #sukatelatmikir 🤦
770,771,kasepsamudera,"Mbaknya belom pernah nemu orangtua yang benci anak kandungnya, aniaya anak, ngusir anak atau dilahirin cuma jadi investasi?
Kalo belom, jangan judging orang yang milih childfree. Kalo bawa bawa agama liat konteks","Haven't you ever met parents who hated their biological children, abused children, chased away children or were born just as an investment?
If not, don't judge people who choose childfree. If you bring religion, look at the context"
771,772,Novitriaming,"Pengen bahas soal childfree tapi ahsuddahlah 🙊 keyakinan, ilmu dan pemahaman orang beda², aku ngikut sunnahnya yg ngatur idup aja 😊 cari pahalanya yg simple aja 🤗","Want to talk about childfree but ohsuddahlah 🙊 people's beliefs, knowledge and understanding are different, I follow the sunnah that regulates life 😊 just look for simple rewards 🤗"
772,773,irfanoktaviandy,"Mereka yg dkung childfree gatau aja klo mood jelek karna kantor sktika ilang pas sampe rmh disambut senyum dan pelukan, apalagi pas tidur saling tatap tatapan bacain dia doa.. 😁","Those who support childfree don't know if they are in a bad mood because the office is always gone when they arrive home they are greeted with smiles and hugs, especially when they sleep, they look at each other and read their prayers.. 😁"
773,774,subelbel,Aku gatau apa si-org-yg memilih-childfree ketika dikaruniai anak dari darah dagingnya sendiri--ketika ia menggendong dan menatap wajah anaknya akan bisa menikmati moment itu? Terlalu insecure.,I don't know if the person who chooses to be childfree when blessed with a child of his own flesh and blood-when he holds and looks at his child's face will be able to enjoy that moment? Too insecure.
774,775,hai_tika,"Follow Gita Savitri dari dulu, suka sama pemikirannya aja gitu. Tapi belakangan emang kurang 'sreg, jauh sebelum kontroversialnya konsep childfree. Dari mulai pemikirannya soal tato, lelaki di tindik, ngga masuk aja ke logika gue soal itu","Follow Gita Savitri from the beginning, just like the way he thinks. But lately it's been less 'cool', long before the controversy over the concept of childfree. From the start of his thoughts about tattoos, men with piercings, my logic about that just doesn't make sense"
775,776,witheverybody_,Konsep Childfree sedang marak. I want to know your opinion! 🎙️,Konsep Childfree sedang marak. I want to know your opinion! 🎙️
776,777,opsun_,"Kmren tren croffle, tren panggil dede jadi adik, skrg lg tren jg pada speak up pada gamau punya anak istilahnya #childfree gt ?","Yesterday there was a trend of croffle, the trend of calling Dede as a younger sibling, now there's also a trend to speak up about whether you want to have children, the term is #childfree gt?"
777,778,usernamenvy,"Lagi rame bahas childfree yah orang punya pilihan masing2 asal ga merugikan orang lain dan bahagia buat dia sendiri kenapa enggak, hidup udah susah gausah buat ribet lagi","It's busy discussing childfree, okay, people have their own choices as long as they don't harm other people and are happy for themselves, why not, life is already difficult, don't make it complicated anymore"
778,779,sliceofword,"Masih selalu takut tiap baca postingan+kolom komentar yang bahas tentang childfree. Berkali kali nggak selesai baca dan langsung close postingannya. Naudzubillah min dzalik. Semoga kita semua selalu ada di jalan yang benar, jalan yang diridhoi Allah","Still always scared every time I read a post + comment column that discusses childfree. Many times I don't finish reading and immediately close the post. Naudzubillah min dzalik. May we all always be on the right path, the path that pleases Allah"
779,780,yonahefi,orang-orang yang sekiranya berkualitas malah pada gencar childfree. giliran yang kualitas idup masih ga seberapa malah seneng bikin anak. 🙈,"those who are qualified are even more childfree. it's a turn that the quality of life is still not much, it's even fun to make children. 🙈"
780,781,hafidBSTRD,"@denta_yoo @tunangannyasher @meidinapoo @ayunindien @Exnasya1 @Jendelakacaaa @Riskashaf @AREAJULID Betul, tapi jangan juga berdalih childfree dengan membawa narasi karna takut nambah dosa karna gabisa ngontrol anak, Investasi Pahala lah, Lingkungan buruk lah, childfree y childfree aja gasi? Malah aneh rasanya kalo childfree tapi kebanyakan alesan wkwk kek cuma nyari pembenaran","@denta_yoo @tunangannyasher @meidinapoo @ayunindien @Exnasya1 @Jendelakacaaa @Riskashaf @AREAJULID That's right, but don't also argue childfree by bringing narratives because you are afraid of adding to the sin of not being able to control children, investment is rewarding, bad environment, childfree and childfree? In fact, it feels weird to be childfree, but most of the excuses are just looking for justification"
781,782,halo_ananda,"Ngomongin soal childfree, hargai pilihan hidup tiap orang. Pasti ada alasan dibalik itu. Memang tidak gampang, bahkan gak mungkin buat gw ngaku kalo gw childfree. Tapi skrg gw agak berani mengutarakan pilihan tersebut. Pasti ada yg nanya: alasannya apa?","Talking about childfree, respect everyone's life choices. There must be a reason behind it. It's not easy, it's even impossible for me to admit that I'm childfree. But now I'm a little brave to say the choice. Surely someone will ask: what is the reason?"
782,783,arizqaysalik,Gara2 statement childfree otakku ngelag,Because of the childfree statement my brain is lagging
783,784,shellirachel,"Ada pasangan yang memilih childfree, yang ribet satu negara. Macem bakal bantuin biaya merawat dan sekolahnya aje lau-lau pada. Recet bener netizen ibukota ini.","There are couples who choose childfree, which is complicated by one country. Macem will help pay for the care and schooling just in case. Netizens really recet this capital."
784,785,bastianendhruv,@archangelatc Yang komen tentang childfree bukan? Wkwk,@archangelatc Those who comment about childfree right? Wow
785,786,innakaromatika,"(cont) mendapatkan amanah itu ternyata dipilih langsung utk diberikan kesempatan agung tsb.
Kami masih belum percaya, mengingat, banyak teman &amp; kenalan kami yg masih harus berjuang untuk mendapatkan anak.

Baiknya soal childfree, perlu ditinjau jg dr psikologi masing2 pasangan.","(cont) getting the mandate turns out to be directly chosen to be given this great opportunity.
We still can't believe, considering, the many friends &amp; our acquaintances who still have to struggle to have children.

The good thing about childfree, needs to be reviewed from the psychology of each partner."
786,787,innakaromatika,"Sejak awal tau kalau ada pilihan childfree, saya dan pasangan mendiskusikannya dr berbagai perspektif. Kita ketemu kesimpulan, sepertinya belum/kurang cocok dgn apa yg kami yakini (agama), lakukan (budaya) dan pertimbangkan (sosial).
Tentu pd saat itu belum ada si jabang ini..","From the start, I knew that there were childfree options, my partner and I discussed it from various perspectives. We come to a conclusion, it seems that it doesn't match what we believe in (religion), do (culture) and consider (social).
Of course at that time there was no this baby.."
787,788,MSyafei_11,"Childfree dgn alasan dunia udah terlalu penuh, masih belum masuk di sy. emang se sumpek apa sih dunia ini kok kamu ngerasa ""terlalu penuh""..","Childfree with the reason the world is already too full, it's still not in me. How crowded is this world, why do you feel ""too full"".."
788,789,qinztwit,childfree apaan si?,what's childfree?
789,790,halo_ananda,"Bertahun2 gw ketakutan tiap ngefollow akun childfree (takut ketahuan). Akhirnya hari ini gw tau ada orang Indonesia yg berani speakup kalo dia menganut Child Free 🥰🥰
Berasa menemukan oase di padang pasir.. aaah thank u!! Skrg jadi agak berani menampakkan diri 🙈","For years I was terrified every time I followed a childfree account (fear of being found out). Finally today I know there are Indonesians who dare to speak up if they adhere to Child Free 🥰🥰
Feels like finding an oasis in the desert.. aaah thank u!! Now I'm a bit brave to show myself 🙈"
790,791,siscatanpaeee,"ku tau akun ini akun kecil. tweetku bukan sesuatu yg mencerahkan. tp berbagi perspektif di platform yg santai begini boleh lah ya bun.
.
satu lagi. aku gak ngajak debat orang yg mau punya anak. aku memberi opini dan dukungan bahwa childfree itu gak menyalahi kodrat apapun. gitu.","I know this account is small account. My tweet isn't anything enlightening. But it's okay to share perspectives on a relaxed platform like this, bro.
.
one more. I'm not inviting people to debate who wants to have children. I give opinion and support that childfree does not violate any nature. that's it."
791,792,siscatanpaeee,"dan aku sangat mendukung pihak2 yg bercita2 childfree utk terbuka sama pasangannya ttg hal ini dari awal. soalnya ya ini kan perkara prinsip ya bun, jangan sampe mengorbankan satu sama lain.
.
setidaknya hikmah itu yg kudapat dari berpacaran dg orang yg beda prinsip jauh.","And I really support those who aspire to be childfree to be open with their partners about this from the start. the problem is, yes, this is a matter of principle, right, bun, don't sacrifice one another.
.
At least that's the lesson that I got from dating people with far different principles."
792,793,siscatanpaeee,"the point is, menurutku childfree bukan sesuatu yang menyalahi aturan sosial kok. tp mungkin “terlihat” tidak umum dalm kelompok pada umumnya. sehingga muncul kesan nyentrik dan “melawan kodrat”. padahal nggak juga.","the point is, in my opinion childfree is not something that violates social rules. tp may ""look"" unusual in the group in general. so that the impression appears eccentric and ""against nature"". even though not really."
793,794,siscatanpaeee,"nggak. menurutku nggak salah dan nggak menyalahi aturan kelompok ketika ada orang memutuskan untuk childfree. kalo ada yg membantah dg argumen bahwa berkembang biak adalah warisan genetika utk bertahan hidup, kurasa konteksnya kurang pas untuk kondisi kehidupan skg.","No. I don't think it's wrong and it doesn't violate group rules when someone decides to be childfree. If someone argues with the argument that breeding is genetic inheritance for survival, I think the context is not right for today's living conditions."
794,795,siscatanpaeee,"menurutku, keputusan hidup orang, apapun itu selain hidup childfree, kurasa bukan sesuatu yg sekelibat datang dalam semalam.
.
ada proses dan pengalaman yang panjang, aku yakin, yg mendasari pemikiran dan pengambilan keputusan itu.","In my opinion, people's life decisions, whatever it is apart from being childfree, I don't think it's something that comes overnight.
.
there is a long process and experience, I'm sure, that underlies the thinking and decision-making."
795,796,siscatanpaeee,"merespon topik childfree yang lagi rame, aku jadi flashback untuk momen 2 kali pacaran (yg serius, tentu saja) dan aku sudah komunikasikan ke pasanganku waktu itu di awal kalau aku memang nggak mau punya anak.
.
their responses are totally different.","Responding to the topic of childfree which is currently busy, I have flashbacks to the moment of 2 courtships (a serious one, of course) and I already communicated to my partner at the beginning that I really didn't want to have children.
.
their responses are totally different."
796,797,fayfrq,"Gak mau ngomingin childfree, cuma agak gatel sama istilah generasi sandwich, waktu itu liat status kating yg bilang ""ya emang kenapa kalo kita harus ngurus orang tua nanti, jadi beban?kan mereka jg udah ngurus kita dari lahir"" birrul walidain dama ortu aja banyak alibinya ya :')","I don't want to talk about being childfree, I'm just a bit itchy with the term sandwich generation, at that time I saw the status of Kating who said ""yeah, why do we have to take care of our parents later, it's a burden? Haven't they taken care of us since we were born?"" his alibi :')"
797,798,Farhaannn17,"Childfree merupakan salah satu dampak dari masuknya pemikiran² barat yang tentunya jauh dari Sunnah Rasulullah ﷺ
Bagaimana tidak, Rasulullah ﷺ saja dalam sebuah hadits bangga dengan sebab banyaknya umat di hadapan umat2 yang terdahulu.
Lanjut di komen..","Childfree is one of the impacts of the influx of western thoughts which are of course far from the Sunnah of the Prophet ﷺ
How could it not be, the Messenger of Allah ﷺ in a hadith was proud of the reason for the large number of people in front of the previous people.
Continue in comments.."
798,799,ajuuurr,Not a fan of her. But totally understand her childfree choice.,Not a fan of her. But totally understand her childfree choice.
799,800,Hlnfrndk,"Jujur, pernah punya pikiran kaya gini ""childfree"" karna banyak ketakutan yg tiba-tiba muncul di pikiranku. Dan setelah baca pendapat gitasav mengenai alasan dia ingin childfree ternyata hampir mirip sama ketakutan yg ada di pikiranku.","To be honest, I never had thoughts like this ""childfree"" because a lot of fear suddenly appeared in my mind. And after reading Gitasav's opinion regarding the reasons he wanted to be childfree, it turned out that it was almost the same as the fear that was in my mind."
800,801,Lilyli01,"Ya biarin aja lah pilihan hidup msing2 org. Yg milih gk mau merit jg bnyak. Childfree pdahl dh lama bgt sih tauny, bru booming lagi skrg gara2 gita 😆, yg mau ya usaha, yg gk mau ywdh gppa, jgn kbnyakan urusin hidup org 😂😂😂","Yes, let it be the choice of each person's life. There are too many who choose not to have merit. Childfree, even though it's been a long time, you know, it's booming again now because of the hype 😆, those who want to do business, those who don't want it's okay, don't mostly take care of people's lives 😂😂😂"
801,802,gjokercard,"bukan childfree tp takut punya anak krn waktu w kcil mm w jahat, bukan jahat, tp kejam (dan bisa aja diturunin ma w klo w dah jd emak2 ntr w jahat ke anak w akwkwkkwkwkw)","not childfree but afraid of having children because when I was small mm w was evil, not evil, but cruel (and you can just pass it on ma w if you become mothers then w will be mean to your children awwww)"
802,803,omnivorah,"@WindiPus Wah iki salah satu alasan aku gawani childfree.
Ancen koyok e due anak adalah kultur orang asia 😅","@WindiPus Wow, this is one of the reasons I brought childfree.
It's like being like a child is Asian culture 😅"
803,804,dstdty,Gitasav memutuskan untuk childfree. Gimana yaa cara dia ngomong sm ortu dan mertuanya? 🥺,Gitasav decided to be childfree. How does he talk to his parents and in-laws? 🥺
804,805,aryncs9,"@tubirfess aku juga salah satu org yg ingin childfree tapi gatau nanti gimana, soalnya sbenernya lebih mikir ke 'kalo mati yg doain siapa lagi kalo bukan anak' gitu 🤣","@tubirfess I'm also one of the people who wants to be childfree but I don't know what to do next, because actually I think more about 'if you die, who else will you pray for if you're not a child' like that 🤣"
805,806,Permoto,"Konten childfree di kalangan warga pasti memicu perdebatan
Orang sini mah sukanya melihat konten ibu yg serba bisa dan kuat
Bisa masak, bisa tetep tampil cantik, bisa momong anak, suka ngasih edukasi ke anaknya yg balita, bisa golek duit, suaminya sukses jg
Itu lebih laku.","Childfree content among citizens is bound to spark debate
People here like to see mother's content that is versatile and strong
She can cook, she can still look beautiful, she can take care of children, she likes to educate her toddlers, she can earn money, her husband is also successful
It sells better."
806,807,maririndha,"Konsep ""childfree"" mungkin masih terasa asing di Indonesia...","The concept of ""childfree"" may still feel foreign in Indonesia..."
807,808,lintabahraine,"@yffjrn Aku kecewa dg sikap Sutton. Padahal sejauh ini dia dewasa bgt. Penting emang bahas dan memutuskan soal childfree before marriage. 

Dan yg tak percaya, agama dan kepercayaan masih punya peran penting dalam suatu hubungan.","@yffjrn I'm disappointed with Sutton's attitude. So far, though, he's grown up a lot. It's really important to discuss and decide on childfree before marriage.

And those who don't believe, religion and beliefs still have an important role in a relationship."
808,809,SisilSiel,"Knapa sih orang orang ini makin lama makin aneh. Yg pro banget sama childfree lah, yg harus punya pasangan penghasilan  rp. Xxx.xxz.xxz lah. Apa pemikiranku aja ya yg terlalu biasa...aduuhh ntahlah","Why are these people getting weirder and weirder? The ones who are really pro with childfree are those who have to have a partner who earns Rp. Xxx.xxz.xxz lah. Am I just thinking that is too ordinary... ouch, I don't know"
809,810,SisilSiel,"@berriesntrouble @youeattheworld @basedphantasm @feerdahh @k_rain_storm @Momolciao_ @IbnuTasrip Keinginan untuk childfree akan kalah oleh takdir Tuhan. Padahal sebelum rame soal childfree, sejak 2018 aku ingin gak punya anak. Live to the fullest. Melakukan banyak hal tanpa beban dan ngejalanin semua mimpi² aku tanpa terikat oleh apapun.","@berriesntrouble @youeattheworld @basedphantasm @feerdahh @k_rain_storm @Momolciao_ @IbnuTasrip The desire for childfree will be defeated by God's destiny. Even though before there was much talk about being childfree, since 2018 I wanted not to have children. Live to the fullest. Doing many things without burden and carrying out all my dreams without being bound by anything."
810,811,cantikperawannn,@weabokorea @memethmeong @escoaloplop Mas weabokorea ayo kita menikah. Aku maunya childfree juga,@weabokorea @memethmeong @escoaloplop Mas weabokorea let's get married. I want childfree too
811,812,memethmeong,"@escoaloplop Itu cowok2 yg ribet soal childfree, emang bakalan ikut begadang, ikut ganti popok, mau gantian ngasuh sendiri aja sementara istrinya me time, dsb ga? Ngadi-adi aja mereka, hih, bct","@escoalolop Are those guys who are complicated about being childfree, are they going to stay up all night, change diapers, want to take turns caring for themselves while their wife has time, etc. or not? They just don't do it, heh, bct"
812,813,putriamalianaa,Lagi rame bahas childfree ya. Pdhl beberapa hari sebelum ramai di twitter aku ga sengaja nulis dan submit artikel aku ttg kebebasan perempuan mau pilih childfree atau ngga bukan dari sudut agama yang jelas sih. Cuma gatau bakal dimuat engga😂 Semoga dimuat ya jadi teman2 bs baca,"It's busy discussing childfree, right? Even though a few days before there was a lot of buzz on Twitter, I accidentally wrote and submitted an article about women's freedom whether they choose to be childfree or not, not from a clear religious angle. I just don't know if it will be loaded or not😂 Hopefully it will be loaded so friends can read it"
813,814,fadli_weekwood,"Klo skrg sih kepikiran childfree krn blm siap ngadepin bocah yg sama bader nya kyk gueh, 😭

Tp ga tau deh, klo nnti udh diskusi sama istri gimana","Now I'm thinking about being childfree because I'm not ready to face a kid who's as badass as I am, 😭

But I don't know, how about discussing it with my wife later?"
814,815,LAnnisa23,"Kayaknya harus di sepakati dulu beda childfree sama menunda punya anak. Klo childfree berarti selamanya gak mau punya anak, klo cuma nunda sampai pandemi kelar atau keadaan membaik yaa namanya KB","I think we have to agree on the difference between childfree and delaying having children. If childfree means that you don't want to have children forever, if you just postpone it until the pandemic is over or things get better, it's called family planning"
815,816,TeguhInd,@lutfimuhamad_ Gerakan childfree ini dari mana ya awal nya? Memang bangsat menyalahi kodrat,@lutfimuhamad_ Where did this childfree movement start? It's a bitch that violates nature
816,817,Syahroni_NA,"Childfree silahkan, engga juga silahkan. Gausah dibikin ribet ah.","Childfree please, not also please. Don't make it complicated ah."
817,818,sir_amirsyarif,@social_junkee Gak punya anak. Soalnya ikutan tren “childfree.” 🙏,"@social_junkee Don't have kids. The problem is following the ""childfree"" trend. 🙏"
818,819,mikirbay,"Betul, naluri dasar manusia adalah seks dan agresifitas. Tetapi, childfree adalah pilihan. Seks pun pilihan, mau jadi anak atau tidak. Alias gak nyambung sama sekali antara childfree dan naluri seks.

Aneh betul.","Yes, basic human instincts are sex and aggression. However, childfree is a choice. Sex is also a choice, whether you want to be a child or not. Alias ​​not connected at all between childfree and sex instincts.

Really weird."
819,820,EnalSalampessy,"Habis baca thread jadi bingung, apakah childfree itu seumur hidup atau hanya sementara? Kalau sementara bukannya namanya kontrasepsi? Maksudnya tetep kepengen punya anak tapi belum siap secara ekonomi dan mental, makanya untuk sementara di tunda dulu? Hmm 🤔","After reading the thread, I'm confused, is childfree for life or just temporary? If temporarily isn't it called contraception? Does that mean you still want to have children but you're not ready economically and mentally, so it's been postponed for a while? Hmmm 🤔"
820,821,salima252,"@toywta @lilaccountz @salmanitb Ya ga nyambung. Childfree itu bukan menunda merencanakan anak

Tapi anti punya anak","@toywta @lilaccountz @salmanitb Yes it doesn't connect. Childfree is not delaying planning children

But against having children"
821,822,indah0706,"Kaget masjid bahas childfree. Mana paragraf pertama &amp; kedua langsung judgementalnya ke perempuan.
Apakah beliau tau kalau sebagian laki-laki yang berakal jg childfree tapi ga berani speakup.
Apapun alasannya pasti tujuannya untuk mencapai maslahat di pribadi/keluarga/yg lain.","Surprised that the mosque discussed childfree. Where is the first paragraph &amp; second, direct judgment towards women.
Does he know that some intelligent men are also childfree but don't dare to speak up.
Whatever the reason, the goal must be to achieve personal/family/other benefit."
822,823,amin_agustin,"Lelaki yg menganut paham #childfree tidak akan merasakan sensasi membawa tas bayi, menggendong bayi, bermain dengan anak dan tugas keayahan yg lain.

Dan itu semua akan membuat kau merasa menjadi pahlawan dan seksi kata sebagian orang. 😀 https://t.co/sdJnEEiggT","Men who embrace #childfree will not feel the sensation of carrying a baby bag, holding a baby, playing with children and other fatherly duties.

And it will all make you feel like a hero and sexy some people say. 😀 https://t.co/sdJnEEiggT"
823,824,AsepWitoko,Aku takut dituduh exploitasi anak sama kaum Childfree 🤭🤭🤭,I'm afraid of being accused of child exploitation by Childfree people 🤭🤭🤭
824,825,dnfifar,@amalirsma Kajiannya dangkal dan terlalu reaksioner. Substansi childfree nya ga dibahas secara dalam. Referensi dalillnya juga tidak ada wkwkwk hash salman blunder,"@amalirsma The study is shallow and too reactionary. The childfree substance is not discussed in depth. There is also no reference to the dalil, wkwkwk hash salman blunders"
825,826,amirunnaufal,"@niawhardani @GUSDURians Tapii... Tapi... Ane kenal salah satu pendukung childfree itu dia uda punya anak satu. Jadi dia nikah, pengen punya anak. Pas dikaruniai anak cowo (tau lah bocah cowo gmn tengil nya), mereka mutusin buat gamau punya anak lagi dengan alesan ribet. Ini kasusnya 'mampu' tapi males","@niawhardani @GUSDURians But... But... I know a childfree supporter, she already has one child. So he got married, wanted to have children. When they were blessed with a boy (you know how naughty boys are), they decided not to have any more children for complicated reasons. This is the case of 'able' but lazy"
826,827,tarjosutoyo,"Melihara anjing ga murah? Perasaan ga ada pembahasan soal finansial, keknya chef juna ga miskin deh, dia childfree tuh, masih ga apple to apple, coba aja manatau 20 tahun lagi berminat punya anak kandung, silahkan bandingin sama melihara anjing / kucing.","Is keeping a dog cheap? I don't think there's any discussion of finances, it seems that chef Juna isn't poor, he's childfree, he's still not apple to apple, just try it or in 20 years he's interested in having biological children, please compare it to having a dog/cat."
827,828,mzahid_a,@RidhaIntifadha Masnya gagal faham sm istilah childfree ya. Sedih,@RidhaIntifadha Masnya failed to understand the term childfree huh. Sad
828,829,helloastari,"Polemik childfree di twitter ini, lagi lagi gambaran keributan twitter pada umumnya. Ribut ngurusin orang yang ga ada sangkut pautnya sama kita.","This childfree polemic on Twitter, is again a description of Twitter commotion in general. Busy taking care of people who have nothing to do with us."
829,830,salima252,"@NacchanHaruna Atau karena memang menyiapkan drii saja 

Menyiapkan diri ga sama dg mendukung childfree movement","@NacchanHaruna Or because you just prepared yourself

Preparing yourself is not the same as supporting the childfree movement"
830,831,amin_agustin,"Rasa sepi yang dahsyat dirasakan seseorang yang tak mau menjadi seorang ayah atau ibu. Saat beribadah tak ada yang menemaninya. Saat berdoa tak ada yang mengamini. Saat sakit dan mulai renta tak ada yang merawatnya. Saat ia tiada tak ada yang mendoakannya. 

Rugi...

#childfree https://t.co/NsdcdjYUo1","A terrible feeling of loneliness is felt by someone who doesn't want to be a father or mother. During worship there is no one to accompany him. When praying no one agrees. When he is sick and starts to grow old, no one takes care of him. When he was gone no one prayed for him.

Make a loss...

#childfree https://t.co/NsdcdjYUo1"
831,832,rizkres,@nyicilEmasAntam @GallopUshan @RidhaIntifadha @fandhyyyy Kalau pola pikirnya gini sih mending childfree aja. Tar punya anak beneran anaknya murtad.,"@nyicilEmasAntam @GallopUshan @RidhaIntifadha @fandhyyyy If you think like this, it's better to be childfree. Tar has a real child, his son is an apostate."
832,833,dejdejana01,"Ay juga berfikir untuk childfree. Ada anak atau tidak kewajiban kemanusiaan perlu dilakukan. Anak bukan investasi, anak bukan tempat bersandar di masa tua.","Ay is also thinking about childfree. Whether you have children or not, humanitarian obligations must be done. Children are not an investment, children are not a place to lean on in old age."
833,834,dyahbasto,@nad3shiko @TTermada @oktadeee @kleponwajik @koockieJAR @lutfimuhamad_ I stan your points. I'm childfree and its one of my option.  Sekarang banyak kok senior home yg bagus dan banyak aktifitas yg bikin senior citizen tetap aktif dan produktif.,@nad3shiko @TTTermada @oktadeee @kleponwajik @koockieJAR @lutfimuhamad_ I stan your points. I'm childfree and its one of my options. Now there are lots of good senior homes and lots of activities that keep senior citizens active and productive.
834,835,unyuu_banget,"I want to comment but everyone else already replied as same as my opinion 😂.

I just want to say, childfree is okay and allowed. Menikah aja hukumnya ada 3, apalagi anak yang notabene hak preogratif Allah mau ngasih atau enggak.","I want to comment but everyone else has already revised it as the same as my opinion 😂.

I just want to say, childfree is okay and allowed. There are only 3 laws for getting married, especially children who incidentally are God's prerogative rights whether they want to give them or not."
835,836,dyahbasto,"I'm a childfree By condition, dan gue sudah mempersiapkan segala sesuatu supaya di masa tua, gue tidak merepotkan keluarga. Ga ada yg ngurusin? Bayar caretaker or Check in aja ke senior home. Sekarang banyak kok yg bagus. Sans ajaa..","I'm a childfree By condition, and I've prepared everything so that when I'm old, I won't bother my family. No one takes care of it? Pay the caretaker or just check in at the senior home. Now there are so many good ones. sans ajaa.."
836,837,Anggit_MR,Kalau childfree tapi rajin menyantuni anak yatim sebagaimana perintah nabi gimana min?,"If it's childfree, but diligently supporting orphans, as the prophet ordered, how about it, admin?"
837,838,nur_ikhda,"Masih seliweran tweet soal tren childfree, nih. Kali ini mau jadi tim hore aja deh, soalnya ga ada hadiahnya buat yang bisa kasih opini/pendapat terbaik.","There are still a lot of tweets about the childfree trend, here. This time, I want to be a team. Hooray, because there are no prizes for those who can give the best opinion."
838,839,hafidz_bryan,"Dan gw gatau ye definisi childfree di sini gimana, tapi klo pada dasarnya adalah ga punya anak ga tergantung dengan caranya gimana, gaada larangan... Kontrasepsi sementara (kondom, pulling out, dll.) aja masih permissible. Cmiiw","And I don't know what the definition of childfree is here, but basically it doesn't depend on how you do it, there are no restrictions... Temporary contraception (condoms, pulling out, etc.) is still permissible. Cmiiw"
839,840,DewatiRahmayani,"Njirrr ngebahas tentang Id hubungannya apa sama childfree buset ngga sekalian bahas Ego, Superego aja? :') Maap2 ni tapi kaga nyambung semua ya lord mo nanges~","Njirrr discusses what the Id has to do with childfreeness at the same time as Ego, just the Superego? :') I'm sorry but it doesn't connect at all, lord moanes~"
840,841,DewatiRahmayani,"Membaca beberapa postingan tentang childfree dan gimana komentar netijen sok ngatur padahal nggak bakalan ngerasain sakitnya mengandung dan melahirkan itu kesel juga yak. Nggak, bukan berarti w bakalan childfree, cuma ikutan kesel aja.","Reading a number of posts about childfree and how the comments of netizens pretend to be controlling even though they're not going to feel the pain of being pregnant and giving birth, it's annoying too. No, it doesn't mean that w will be childfree, it's just that he's just getting annoyed."
841,842,pamiipams,"@memethmeong Oalah nyambung toh
Jdi emg sblmnya di IG pun bahas itu
 Childfree - sandwich generation
Ternyata itu maksudnya dan tujuannyaa","@memethmeong Oalah connected though
So before IG even discussed that
 Childfree - sandwich generation
That seems to have been the intent and purpose"
